10063,264
16870,5100
19019,7892
23790,12137
23790,12598
37206,29222
45748,39771
44009,43495
51256,45424
51920,46427
52475,47171
53808,49305
54150,49878
25666,50025
53280,50720
54533,50980
54990,51253
57906,56656
58467,56759
20016,57879
43176,58078
38408,59572
55626,65260
60746,66821
65730,68895
64071,69785
67108,71021
64931,72084
71494,77370
69515,77495
62169,78384
52475,79103
72778,90411
59075,90443
65943,93648
45748,93835
84123,96949
73768,97963
58467,102879
53841,105161
93170,108899
75866,109453
94959,111930
52361,112021
91524,113163
95698,113289
14283,122687
95809,124740
53628,126412
77186,130425
113301,130706
78698,133094
127905,142192
68182,144793
132868,145081
132675,145918
135801,151141
16958,153644
18261,155339
124353,158416
146935,167157
53726,167451
102363,171637
68174,174234
63111,174762
71156,175328
109545,180930
95809,188546
37137,197099
60455,210464
183709,226276
172009,251594
68182,270861
157185,282402
232749,295486
244170,311143
217654,313421
172063,318416
255227,324516
259084,330109
232749,336165
160555,352569
84570,375402
279045,401872
41169,407838
341035,429650
109545,445036
353556,446597
323524,447596
260184,448053
371550,464320
380156,478639
402071,505218
109835,522222
421960,528796
440336,554618
340465,568219
355791,598083
469778,601670
42518,655624
515151,657263
109545,672144
501022,713384
442819,718161
380549,734721
291539,752583
318732,762739
145982,772695
616661,776725
634294,792395
453042,812921
152332,820115
37708,841957
350390,843513
456848,854321
267490,856513
368608,856711
146358,882183
342762,896729
723202,904496
250896,918945
385107,925973
634305,956697
414097,963922
186410,995034
378842,1016697
827991,1049549
854283,1084473
875373,1112556
804768,1134152
618988,1148478
232951,1164985
637378,1185496
811196,1196251
766602,1199354
940905,1203543
948612,1207011
516544,1210291
949844,1210804
177370,1218133
752341,1252077
961684,1294907
1003312,1295072
1002177,1301788
745769,1411260
1131943,1499424
448479,1515680
1147400,1529425
1143568,1531678
1120955,1552028
247675,1560194
256142,1562131
1128052,1612504
891963,1613886
832280,1615481
1190774,1616368
1187775,1616500
1188498,1616503
836387,1616673
1188410,1616771
1188045,1616870
1189567,1617076
66476,1617541
1189353,1619110
1192262,1619111
832118,1619605
217073,1621088
573768,1653250
490814,1654114
1008312,1666396
1152478,1692496
1217219,1706515
970139,1710576
1248198,1723132
1269587,1737100
1273264,1742376
1259625,1759761
383559,1778278
239390,1779282
1166449,1785770
1041877,1801641
490839,1821609
157185,1831524
144549,1836020
1372395,1881119
152605,1901625
617243,1906213
1287965,1929716
1342043,1950039
1389996,1955540
1423468,1975051
1448293,2002016
1121885,2019783
102544,2045619
1510272,2127125
259084,2136123
439581,2148563
53647,2148658
1419656,2166074
1573676,2234117
84123,2300746
1620278,2322110
109545,2336368
953802,2343871
365660,2390544
1519608,2406108
41169,2408074
1669220,2411208
203333,2451392
1189567,2481933
1704134,2493415
511430,2505543
542060,2508851
1480567,2531082
1532808,2536147
812481,2603678
1190520,2607960
1195691,2634231
654900,2634410
1075630,2635941
1466543,2636004
250896,2660215
1755081,2677418
68182,2680382
815943,2716237
367887,2741964
642723,2767594
155673,2774888
214480,2845201
378587,2859567
1424975,2869951
1435123,2872086
1052477,2941714
128857,2950306
1573699,2972772
1579763,2988067
1122099,3008338
1974413,3017590
1968224,3028594
1818829,3036534
718875,3042468
1753807,3063777
526011,3138202
1373303,3139007
1717853,3152492
160415,3181870
2029155,3184183
2059413,3199048
901668,3216004
84123,3220738
1170148,3243059
2082445,3250618
1121759,3305124
1610691,3307619
1197282,3338313
191991,3356254
2130862,3363609
1871158,3368911
2142108,3414904
911816,3429438
919179,3431044
2167296,3454348
1746439,3530849
439581,3532718
1485809,3568375
1838329,3576144
1042192,3607901
1516029,3677943
1234624,3718117
1524073,3747606
2295452,3750717
2301824,3788744
2317071,3799971
1836270,3842082
2342449,3857604
2047862,3871706
12167,3896705
2363151,3901815
307230,3927544
142815,3948004
1590764,3961136
2394181,3966852
2396191,3973619
327823,3987343
2411853,4002296
2418387,4021099
2414903,4029784
1009128,4037057
2267205,4069465
684552,4075051
2359713,4078734
927593,4111104
517908,4139995
2482253,4153676
490800,4159221
1283583,4159316
214480,4159355
214480,4159366
491241,4159393
517660,4159555
2502428,4200250
1419656,4219007
2516122,4229117
491241,4231532
2528937,4259785
160595,4260509
21271,4262074
1919645,4262183
152387,4269196
152341,4269814
1949835,4272356
935425,4303596
2355412,4330914
2112058,4340516
2440154,4340804
2409071,4354915
2579627,4360493
2486183,4375102
1826795,4382264
198182,4386177
2606119,4412269
632951,4412386
2618947,4441440
1189353,4452114
2627850,4458666
2629561,4462645
12947,4486955
1320599,4498359
2635549,4501387
2653278,4505247
2656922,4512741
1011146,4515341
2442740,4540427
2682480,4570677
2514358,4595482
231135,4608666
2699148,4614043
2254087,4614083
2453849,4643146
160020,4643515
1867347,4643730
385805,4648724
2638075,4649735
380549,4698734
2695766,4716409
2751129,4722932
2753123,4727031
1505467,4745540
2758849,4746526
912418,4754098
2750177,4754198
2774111,4765940
2777177,4771823
2690345,4821302
2745754,4843413
2816937,4860882
2810950,4860895
2787760,4876314
2806782,4891964
822549,4893585
2664537,4903375
2042458,4904922
440336,4907349
2048956,4909233
484794,4917297
2532513,4919036
2647277,4936590
2873454,4964713
2876398,4979306
2880554,4980337
144549,4997151
2716129,5005539
1823508,5008189
615475,5012758
2374760,5020538
80002,5023884
87617,5038803
448479,5039509
120093,5042295
2916813,5050172
2919656,5052210
169865,5054011
490839,5056810
738136,5065018
740017,5082964
1987206,5113222
17295,5117204
2505405,5128948
2782065,5132565
1723143,5142218
1108598,5156250
2955734,5158274
1275751,5158356
2912058,5168147
292620,5169289
2600673,5173396
2637314,5181865
2550981,5182195
2730398,5190392
337170,5200567
2956837,5200856
3001854,5219359
3007511,5230491
3009263,5235079
3025335,5269391
2745754,5272227
2370080,5274960
1937060,5281262
2048292,5286808
1022677,5287986
207447,5310776
3049073,5313823
260184,5333445
1509545,5336885
49504,5338537
3070171,5354280
1853196,5365203
453154,5369918
605018,5406882
3100375,5407691
15426,5434021
141133,5434025
3073601,5434630
75125,5435333
2060754,5436252
3099801,5436977
2232987,5437397
2321754,5438008
1684811,5438606
1838329,5438715
2034887,5439220
109835,5448758
12167,5450958
3129955,5455473
77679,5462788
102544,5463184
3106714,5463657
323524,5557649
1685181,5559868
1794905,5561598
3183450,5563124
1414480,5566979
3190413,5575462
517660,5575730
1572923,5576026
1572923,5576148
1572923,5576480
1995630,5584364
315555,5584968
600471,5586825
3197423,5587259
2355045,5593028
2314799,5602493
3149535,5632103
3240619,5675449
3102936,5682218
3049073,5686216
2539843,5700029
1483880,5700644
2264758,5705031
109545,5706767
2185305,5713013
3264156,5722304
3215423,5722352
55843,5723684
166968,5726049
312677,5745131
754772,5751425
3227431,5771187
1233938,5771416
3299202,5771806
3205698,5771865
2637314,5774378
3301996,5775379
3137940,5780497
421960,5782500
